observed_date,market,property,rate_usd,stay_date,los,source,note,basis,rate_type,channel
2026-08-17,lakevictoria,Lake Victoria Serena Golf Resort,304.3,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$608.6 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakevictoria,Munyonyo Commonwealth Resort,182.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$364 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakevictoria,Pineapple Bay Resort,300.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$600 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakevictoria,Protea Hotel by Marriott Entebbe,301.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$602 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Speke Resort Munyonyo,182.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$364 / LOS 2. Basis BB (fallback (beach); sheet carries no basis column).,BB,international,direct
2026-08-17,bwindi,Bwindi Lodge,3010.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$6020 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Clouds Mountain Gorilla Lodge,3240.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$6480 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Engagi Lodge,556.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1112 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Erebero Hills (Asilia),4891.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$9782 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Kyambura Gorge Lodge,3140.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$6280 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Mahogany Springs Lodge,840.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1680 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Nkuringo Bwindi Gorilla Lodge,1264.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$2528 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Primate Lodge Kibale,1200.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$2400 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,bwindi,Sanctuary Gorilla Forest Camp,4880.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$9760 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,kampala,Four Points by Sheraton Kampala,213.64,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$427.28 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Golden Tulip Canaan Kampala,180.5,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$361 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Hilton Garden Inn Kampala,162.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$324 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Hotel Africana,150.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$300 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Kabira Country Club,140.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$280 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Kampala Serena,187.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$374 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Latitude 0 Degrees,176.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$352 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Mestil Hotel & Residences,182.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$364 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kampala,Pearl of Africa Hotel,250.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$500 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,zanzibar,Baraza Resort & Spa,1421.62,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$2843.23 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,zanzibar,Breezes Beach Club & Spa,596.01,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1192.02 / LOS 2. Basis HB (prior; sheet carries no basis column).,HB,international,direct
2026-08-17,zanzibar,Essque Zalu Zanzibar,260.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$520 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,zanzibar,Melia Zanzibar,390.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$780 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,zanzibar,Mnemba Island Lodge,6000.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$12000 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,zanzibar,The Residence Zanzibar,675.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1350 / LOS 2. Basis HB (prior; sheet carries no basis column).,HB,international,direct
2026-08-17,zanzibar,White Sand Luxury Villas,1600.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$3200 / LOS 2. Basis HB (prior; sheet carries no basis column).,HB,international,direct
2026-08-17,zanzibar,Zuri Zanzibar,1160.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$2320 / LOS 2. Basis HB (prior; sheet carries no basis column).,HB,international,direct
2026-08-17,kampala,Sheraton Kampala,233.28,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$466.56 / LOS 2. Basis BB (prior). Re-filed from a name-collision that mis-assigned this to Four Points by Sheraton Kampala.,BB,international,direct
2026-08-17,coast,Coral Cove Resort,360.0,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$720 / LOS 2. Basis BB (prior). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakekivu,Bethany Hotel Kibuye,68.64,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Expedia.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$137.28 / LOS 2. Basis BB (fallback (beach)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakekivu,Gorillas Lake Kivu Hotel,122.5,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$245 / LOS 2. Basis BB (fallback (beach)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakekivu,Home Saint Jean,70.0,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$140 / LOS 2. Basis BB (fallback (beach)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakekivu,Kibuye Guesthouse,172.5,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$345 / LOS 2. Basis BB (fallback (beach)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,kigali,2000 Hotel Downtown Kigali,95.5,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$191 / LOS 2. Basis BB (fallback (city)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,kigali,Heaven Boutique Hotel,112.5,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$225 / LOS 2. Basis BB (fallback (city)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,kigali,Hotel Des Mille Collines,199.0,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$398 / LOS 2. Basis BB (fallback (city)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,dar_arusha,Blackwood Boutique Hotel,97.5,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Booking.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$195 / LOS 2. Basis BB (fallback (city)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakevictoria,Brovad Sands Lodge,123.37,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Expedia.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$246.74 / LOS 2. Basis BB (fallback (beach)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakevictoria,Imperial Resort Beach Entebbe,213.4,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (Expedia.com); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$426.8 / LOS 2. Basis BB (fallback (beach)). Direct unavailable, OTA used per collection convention.",BB,international,direct
2026-08-17,lakevictoria,Wildwaters Lodge,911.0,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (unnamed OTA); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$1822 / LOS 2. Basis FB (OG confirmed). Direct unavailable, OTA used per collection convention.",FB,international,direct
2026-08-17,bwindi,Buhoma Lodge,1070.0,2026-09-16,2,OG WK34 collection sheet — OTA FALLBACK (https://gorilla.safari.co.za/pricing_buhoma-lodge.html); no direct rate available; stay 16-18 Sep 2026; collected 2026-08-17,"Per-night = 2-night OTA total US$2140 / LOS 2. Basis FI (OG confirmed). Direct unavailable, OTA used per collection convention.",FI,international,direct
2026-08-18,nairobi,Fairview Hotel Nairobi,172,2026-09-17,2,"Google Hotels via SerpApi, 2026-08-18","Matched 'Fairview Hotel Nairobi, Vignette Collection by IHG' (similarity 0.62); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-18,nairobi,Radisson Blu Nairobi,213,2026-09-17,2,"Google Hotels via SerpApi, 2026-08-18","Matched 'Radisson Blu Hotel, Nairobi Upper Hill' (similarity 0.70); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-20,nairobi,Best Western Plus Westlands,63,2026-09-19,2,"Google Hotels via SerpApi, 2026-08-20","Matched 'Best Western Plus Meridian Hotel' (similarity 0.71); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-21,nairobi,Four Points by Sheraton Nairobi,216,2026-09-20,2,"Google Hotels via SerpApi, 2026-08-21","Matched 'Four Points by Sheraton Nairobi Airport' (similarity 0.89); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-22,coast,Serena Beach Resort & Spa,209,2026-09-21,2,"Google Hotels via SerpApi, 2026-08-22","Matched 'Serena Beach Resort & Spa' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-24,nairobi,Nairobi Serena Hotel,189,2026-09-23,2,"Google Hotels via SerpApi, 2026-08-24","Matched 'Nairobi Serena Hotel' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-24,nairobi,JW Marriott Nairobi,326,2026-09-23,2,"Google Hotels via SerpApi, 2026-08-24","Matched 'JW Marriott Hotel Nairobi' (similarity 0.86); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-25,nairobi,Hemingways Nairobi,2528,2026-09-24,2,"Google Hotels via SerpApi, 2026-08-25","Matched 'Hemingways Nairobi' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-25,nairobi,Radisson Blu Nairobi,196,2026-09-24,2,"Google Hotels via SerpApi, 2026-08-25","Matched 'Radisson Blu Hotel, Nairobi Upper Hill' (similarity 0.70); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-28,nairobi,Fairview Hotel Nairobi,195,2026-09-27,2,"Google Hotels via SerpApi, 2026-08-28","Matched 'Fairview Hotel Nairobi, Vignette Collection by IHG' (similarity 0.62); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-29,nairobi,Best Western Plus Westlands,59,2026-09-28,2,"Google Hotels via SerpApi, 2026-08-29","Matched 'Best Western Plus Meridian Hotel' (similarity 0.71); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
